iso_code,continent,location,date,total_cases,new_cases_per_million,new_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,people_fully_vaccinated_per_hundred,population,life_expectancy,gdp_per_capita
GBR,Europe,United Kingdom,2021-07-02,4855169.0,395.592,0.474,4.755,29.907,49.5,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-03,4879616.0,362.13,0.459,4.844,30.559,49.79,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-04,4903434.0,352.813,0.444,4.977,32.322,49.96,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-05,4930534.0,401.428,0.43,5.466,35.106,50.18,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-06,4958868.0,419.707,0.518,5.807,36.914,50.4,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-07,4990916.0,474.722,0.533,6.177,39.802,50.66,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-08,5022893.0,473.671,0.622,6.177,41.091,50.92,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-09,5058093.0,521.412,0.785,6.473,43.624,51.18,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-10,5089893.0,471.049,0.667,6.636,45.061,51.5,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-11,5121245.0,464.413,0.533,6.725,47.223,51.66,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-12,5155243.0,503.607,0.637,7.14,51.312,51.84,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-13,5191459.0,536.462,0.741,7.732,54.496,52.08,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-14,5233207.0,618.407,0.696,8.073,57.222,52.35,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-15,5281098.0,709.402,0.8,8.162,59.903,52.65,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-16,5332371.0,759.499,0.815,8.488,61.577,52.95,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-17,5386340.0,799.435,0.889,8.636,62.762,53.28,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-18,5433939.0,705.077,1.081,8.621,64.48,53.47,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-19,5473477.0,585.671,1.304,9.051,68.983,53.69,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-20,5519602.0,683.243,1.007,9.154,70.361,53.93,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-21,5563006.0,642.937,0.904,9.584,73.146,54.2,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-22,5602321.0,582.367,1.274,10.354,75.679,54.48,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-23,5637975.0,528.137,1.229,10.591,78.79,54.76,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-24,5669260.0,463.42,1.022,11.184,79.782,55.06,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-25,5697912.0,424.418,1.081,11.539,83.767,55.23,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-26,5722298.0,361.226,1.17,12.147,89.055,55.45,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-27,5745526.0,344.073,1.141,12.561,90.462,55.68,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-28,5770928.0,376.276,1.244,12.635,90.595,55.93,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-29,5801561.0,453.762,1.304,12.872,88.818,56.2,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-30,5830774.0,432.728,1.555,13.169,89.307,56.45,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-07-31,5856528.0,381.49,1.363,13.228,88.403,56.77,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-01,5880667.0,357.567,1.437,12.991,88.759,56.94,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-02,5902354.0,321.246,1.363,13.258,92.21,57.13,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-03,5923820.0,317.973,1.185,13.139,89.114,57.34,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-04,5952756.0,428.625,1.363,13.05,85.944,57.58,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-05,5982581.0,441.793,1.496,12.902,85.396,57.84,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-06,6014023.0,465.746,1.452,12.887,85.366,58.09,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-07,6042252.0,418.152,1.57,12.65,84.641,58.41,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-08,6069362.0,401.576,1.244,12.68,86.907,58.59,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-09,6094243.0,368.559,1.244,12.724,89.292,58.79,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-10,6117540.0,345.095,1.259,12.946,89.322,59.01,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-11,6146800.0,433.424,1.318,12.902,89.099,59.27,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-12,6179506.0,484.469,1.57,13.065,88.433,59.56,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-13,6211868.0,479.374,1.452,13.213,88.847,59.81,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-14,6241011.0,431.691,1.541,13.213,87.322,60.11,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-15,6267437.0,391.444,1.348,13.302,89.707,60.29,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-16,6295613.0,417.367,1.318,13.598,94.699,60.5,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-17,6322241.0,394.437,1.511,13.702,95.054,60.71,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-18,6355887.0,498.393,1.644,13.465,95.943,60.97,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-19,6392160.0,537.307,1.703,13.746,96.595,61.22,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-20,6429147.0,547.883,1.881,14.146,96.772,61.47,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-21,6460930.0,470.797,1.748,14.146,96.935,61.76,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-22,6492906.0,473.656,1.911,14.265,100.165,61.93,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-23,6524581.0,469.197,1.778,13.954,104.164,62.13,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-24,6555200.0,453.555,1.748,14.176,103.305,62.32,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-25,6590747.0,526.553,1.6,14.428,103.69,62.56,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-26,6628709.0,562.326,1.852,14.546,104.357,62.78,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-27,6666399.0,558.296,2.059,14.635,105.156,62.97,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-28,6698486.0,475.3,1.985,14.117,103.601,63.17,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-29,6731423.0,487.891,2.059,14.383,105.527,63.29,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-30,6757650.0,388.497,1.615,14.576,108.919,63.39,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-08-31,6789581.0,472.989,1.896,15.02,113.926,63.56,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-01,6825074.0,525.753,1.852,15.257,113.985,63.73,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-02,6862904.0,560.37,2.029,15.376,113.096,63.91,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-03,6904969.0,623.103,2.252,15.316,113.837,64.07,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-04,6941611.0,542.773,2.163,15.094,112.133,64.26,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-05,6978126.0,540.891,2.429,15.079,115.022,64.37,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-06,7018927.0,604.379,2.326,15.731,119.273,64.49,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-07,7056106.0,550.727,2.459,15.509,118.444,64.62,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-08,7094592.0,570.087,2.118,15.702,120.754,64.75,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-09,7132072.0,555.186,2.666,15.568,120.888,64.89,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-10,7168806.0,544.135,2.222,15.642,123.421,65.02,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-11,7197662.0,427.44,2.133,15.213,120.873,65.17,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-12,7226276.0,423.855,2.089,15.628,122.502,65.25,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-13,7256559.0,448.578,1.763,15.642,125.806,65.34,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-14,7282810.0,388.852,2.518,15.702,124.68,65.44,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-15,7312683.0,442.504,2.503,16.013,124.783,65.53,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-16,7339009.0,389.963,2.4,15.109,120.606,65.62,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-17,7371301.0,478.337,2.726,14.976,117.51,65.71,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-18,7400739.0,436.061,2.029,14.872,114.385,65.82,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-19,7429746.0,429.676,2.029,14.902,115.14,65.87,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-20,7465448.0,528.849,2.355,14.546,115.896,65.94,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-21,7496543.0,460.606,2.059,13.969,113.333,66.01,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-22,7530103.0,497.119,2.355,13.909,110.267,66.07,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-23,7565867.0,529.767,2.207,13.569,106.623,66.14,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-24,7601487.0,527.634,2.089,13.006,102.89,66.2,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-25,7631233.0,440.623,1.896,12.946,103.571,66.27,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-26,7664230.0,488.78,1.644,12.428,101.542,66.31,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-27,7701715.0,555.26,1.881,12.309,104.949,66.36,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-28,7736235.0,511.34,1.792,12.235,104.682,66.41,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-29,7771294.0,519.324,2.103,12.043,102.994,66.46,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-09-30,7807036.0,529.441,1.911,12.072,100.861,66.51,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-01,7841625.0,512.362,2.059,11.924,98.387,66.56,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-02,7871014.0,435.335,1.748,11.317,96.18,66.61,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-03,7900680.0,439.438,1.585,11.524,98.505,66.65,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-04,7934936.0,507.429,1.674,11.391,101.335,66.69,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-05,7967985.0,489.55,2.0,11.85,102.446,66.73,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-06,8006660.0,572.887,1.689,11.954,102.224,66.77,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-07,8046390.0,588.515,1.97,11.969,101.483,66.82,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-08,8081300.0,517.117,1.807,11.554,101.172,66.86,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-09,8120713.0,583.819,1.792,11.376,100.342,66.91,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-10,8154306.0,497.608,1.703,11.021,102.875,66.94,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-11,8193769.0,584.56,2.044,11.065,105.171,66.97,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-12,8231437.0,557.971,2.015,11.554,105.616,67.01,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-13,8272883.0,613.934,2.029,11.569,105.853,67.06,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-14,8317439.0,660.002,2.385,11.598,106.697,67.1,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-15,8361651.0,654.906,2.074,11.717,106.89,67.14,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-16,8404469.0,634.257,2.252,11.924,107.275,67.19,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-17,8449165.0,662.075,2.089,12.132,111.304,67.22,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-18,8497868.0,721.43,2.059,12.235,116.77,67.25,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-19,8541192.0,641.752,2.118,12.606,118.992,67.3,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-20,8589737.0,719.09,2.281,12.917,122.769,67.34,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-21,8641221.0,762.625,2.444,13.213,124.176,67.38,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-22,8689949.0,721.801,2.237,13.169,123.954,67.42,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-23,8734934.0,666.356,2.548,12.872,123.88,67.46,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-24,8773674.0,573.85,2.474,13.109,126.383,67.49,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-25,8809774.0,534.744,2.207,13.524,131.183,67.52,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-26,8853227.0,643.663,2.637,14.102,132.945,67.56,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-27,8897149.0,650.61,2.622,13.998,134.53,67.59,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-28,8936155.0,577.79,2.948,13.983,135.701,67.62,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-29,8979236.0,638.153,2.74,14.25,137.152,67.66,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-30,9019962.0,603.268,2.444,14.339,137.937,67.69,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-10-31,9057629.0,557.956,2.903,14.517,140.189,67.71,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-01,9097311.0,587.804,2.844,15.257,143.833,67.74,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-02,9130857.0,496.912,2.444,15.168,143.566,67.77,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-03,9171660.0,604.409,2.726,15.094,140.367,67.8,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-04,9208219.0,541.543,2.503,15.316,138.263,67.83,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-05,9241916.0,499.149,2.459,15.198,135.286,67.86,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-06,9272066.0,446.608,2.533,15.079,131.671,67.9,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-07,9301909.0,442.06,2.385,14.991,131.968,67.92,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-08,9333891.0,473.745,2.385,15.198,134.175,67.95,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-09,9366676.0,485.639,2.326,15.154,133.464,67.98,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-10,9406001.0,582.515,2.518,14.931,132.412,68.05,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-11,9448402.0,628.08,2.34,14.798,130.161,68.09,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-12,9487302.0,576.22,2.163,14.65,128.798,68.12,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-13,9524971.0,557.985,2.252,14.428,126.768,68.16,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-14,9561099.0,535.159,1.985,14.502,128.057,68.18,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-15,9600369.0,581.701,2.533,14.339,130.398,68.21,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-16,9637190.0,545.424,2.459,13.894,126.294,68.24,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-17,9675058.0,560.933,1.881,13.85,122.606,68.27,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-18,9721916.0,694.101,1.94,13.672,121.14,68.3,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-19,9766153.0,655.276,2.103,13.495,120.369,68.33,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-20,9806034.0,590.751,2.118,13.45,118.592,68.37,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-21,9845492.0,584.486,1.792,13.524,119.999,68.39,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-22,9889926.0,658.194,1.94,13.746,121.421,68.42,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-23,9932408.0,629.28,2.222,13.613,118.251,68.45,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-24,9974843.0,628.583,1.837,13.746,114.592,68.48,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-25,10021497.0,691.079,2.089,13.702,114.459,68.52,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-26,10070841.0,730.925,1.955,13.702,112.992,68.55,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-27,10110408.0,586.1,1.837,13.495,110.696,68.6,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-28,10146915.0,540.773,2.133,13.613,111.156,68.64,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-29,10189059.0,624.273,2.133,13.569,114.577,68.68,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-11-30,10228772.0,588.263,1.807,13.791,114.74,68.73,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-01,10276007.0,699.685,2.044,13.258,109.882,68.78,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-02,10329074.0,786.074,1.822,13.258,110.948,68.82,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-03,10379647.0,749.13,2.177,13.332,109.585,68.87,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-04,10421104.0,614.096,2.414,13.258,107.452,68.92,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-05,10464389.0,641.174,1.733,13.065,108.978,68.96,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-06,10515239.0,753.234,2.118,13.346,110.593,69.0,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-07,10560341.0,668.089,1.955,13.035,110.371,69.04,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-08,10610958.0,749.782,1.97,13.183,110.652,69.09,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-09,10660981.0,740.983,1.955,13.332,111.674,69.14,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-10,10719165.0,861.871,1.807,13.346,110.993,69.18,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-11,10771444.0,774.401,1.615,13.08,110.489,69.24,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-12,10819515.0,712.069,2.029,13.228,112.311,69.29,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-13,10873468.0,799.198,1.674,13.332,115.57,69.33,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-14,10932545.0,875.099,2.252,13.272,115.57,69.39,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-15,11010286.0,1151.566,1.778,13.154,114.459,69.44,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-16,11097851.0,1297.088,1.748,12.961,114.755,69.51,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-17,11190354.0,1370.233,1.94,13.02,112.948,69.57,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-18,11279428.0,1319.44,1.585,12.665,112.0,69.64,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-19,11361387.0,1214.047,1.733,12.709,114.326,69.7,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-20,11453121.0,1358.842,2.015,12.724,117.94,69.77,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-21,11542143.0,1318.67,1.659,12.576,121.14,69.85,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-22,11647473.0,1560.238,2.015,12.472,124.428,69.93,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-23,11769921.0,1813.804,2.015,12.443,124.961,70.0,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-24,11891292.0,1797.851,1.733,12.369,128.339,70.02,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-25,12013153.0,1805.109,1.659,12.413,125.524,70.02,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-26,12132098.0,1761.915,1.718,12.606,131.731,70.02,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-27,12239797.0,1595.33,1.97,12.887,146.869,70.06,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-28,12377822.0,2044.544,2.4,12.606,164.082,70.1,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-29,12559926.0,2697.48,1.955,12.858,179.606,70.17,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-30,12748050.0,2786.653,2.622,12.961,197.248,70.23,67508936.0,81.32,39753.244
GBR,Europe,United Kingdom,2021-12-31,12937886.0,2812.013,2.296,13.08,212.55,70.26,67508936.0,81.32,39753.244
USA,North America,United States,2021-01-01,20394557.0,524.745,6.518,81.206,357.838,0.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-02,20667152.0,805.803,7.452,81.628,362.612,0.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-03,20870314.0,600.556,4.215,82.787,371.264,0.02,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-04,21057022.0,551.917,5.959,83.556,376.68,0.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-05,21289144.0,686.163,10.559,84.33,380.913,0.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-06,21548918.0,767.904,11.452,84.567,383.695,0.11,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-07,21834026.0,842.792,11.821,84.221,380.78,0.2,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-08,22136932.0,895.404,12.276,83.848,378.043,0.31,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-09,22400439.0,778.939,9.465,83.322,373.703,0.35,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-10,22610358.0,620.53,6.175,83.863,374.037,0.37,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-11,22814844.0,604.47,5.489,84.954,377.313,0.47,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-12,23037247.0,657.433,12.927,85.403,375.684,0.56,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-13,23265963.0,676.095,11.786,84.918,374.105,0.64,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-14,23500895.0,694.47,11.159,84.327,393.931,0.68,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-15,23745248.0,722.318,11.28,84.017,365.914,0.72,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-16,23962243.0,641.447,10.497,83.124,358.078,0.74,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-17,24138377.0,520.66,5.859,82.447,357.179,0.76,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-18,24279647.0,417.6,4.674,82.27,355.973,0.83,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-19,24436619.0,464.016,7.103,81.54,352.904,0.93,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-20,24624297.0,554.785,12.974,79.807,346.197,1.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-21,24816334.0,567.67,12.129,78.385,337.276,1.15,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-22,25007756.0,565.852,11.165,76.875,330.577,1.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-23,25185073.0,524.157,10.414,74.977,319.613,1.26,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-24,25324855.0,413.202,5.398,74.259,316.309,1.28,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-25,25454810.0,384.153,5.268,73.91,314.133,1.43,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-26,25606103.0,447.229,11.762,73.597,309.282,1.61,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-27,25761307.0,458.79,12.013,71.989,303.397,1.8,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-28,25928051.0,492.903,11.254,70.312,295.752,1.97,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-29,26091363.0,482.758,10.532,68.347,284.103,2.12,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-30,26241774.0,444.622,8.445,67.126,273.57,2.2,338289856.0,78.86,54225.446
USA,North America,United States,2021-01-31,26354327.0,332.712,5.708,66.52,270.289,2.24,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-01,26480131.0,371.882,5.265,65.713,267.764,2.41,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-02,26597521.0,347.01,10.453,64.344,263.1,2.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-03,26721952.0,367.824,11.422,63.268,258.001,2.88,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-04,26846615.0,368.509,11.478,61.699,250.087,3.15,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-05,26977019.0,385.48,10.822,60.167,242.801,3.45,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-06,27093311.0,343.764,8.061,58.716,233.856,3.57,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-07,27182476.0,263.576,4.322,57.279,230.169,3.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-08,27265631.0,245.81,4.286,57.134,227.231,3.84,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-09,27361380.0,283.038,8.963,55.955,223.554,4.11,338289856.0,78.86,54225.446
USA,North America,United States,2021-02-10,27457083.0,282.902,9.935,54.134,215.333,4.42,338289856.0,78.86,54225.446
