iso_code,continent,location,date,total_cases,new_cases_per_million,new_deaths_per_million,icu_patients_per_million,hosp_patients_per_million,people_fully_vaccinated_per_hundred,population,life_expectancy,gdp_per_capita
USA,North America,United States,2021-10-13,44762009.0,320.418,9.427,51.831,165.199,58.42,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-14,44848185.0,254.74,6.477,50.457,161.294,58.49,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-15,44956950.0,321.514,5.389,49.437,157.729,58.58,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-16,44998347.0,122.371,1.762,47.891,153.232,58.62,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-17,45031519.0,98.058,1.419,47.409,152.248,58.65,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-18,45128135.0,285.601,5.223,47.926,152.896,58.71,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-19,45210768.0,244.267,5.812,47.238,149.561,58.77,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-20,45303033.0,272.739,9.427,46.345,145.766,58.83,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-21,45380371.0,228.615,5.959,45.263,143.087,58.89,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-22,45476283.0,283.52,5.531,44.571,140.276,58.96,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-23,45510611.0,101.475,1.697,43.398,137.155,59.0,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-24,45531563.0,61.935,0.828,42.7,136.315,59.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-25,45641007.0,323.521,4.337,43.194,137.101,59.09,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-26,45708668.0,200.009,4.75,42.99,135.449,59.15,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-27,45811148.0,302.935,6.092,42.561,133.031,59.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-28,45885726.0,220.456,5.486,41.68,130.642,59.28,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-29,45980518.0,280.209,5.123,36.818,128.626,59.35,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-30,46016820.0,107.31,1.182,35.922,126.418,59.39,338289856.0,78.86,54225.446
USA,North America,United States,2021-10-31,46050826.0,100.523,0.763,35.744,125.67,59.41,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-01,46160647.0,324.636,3.704,35.792,125.996,59.47,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-02,46230707.0,207.101,3.813,35.316,125.014,59.52,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-03,46317432.0,256.363,5.88,34.781,124.101,59.58,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-04,46398717.0,240.282,3.553,34.157,122.253,59.64,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-05,46495801.0,286.985,6.276,33.525,121.035,59.71,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-06,46533107.0,110.278,1.496,33.199,118.762,59.75,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-07,46572077.0,115.197,0.683,33.137,119.637,59.77,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-08,46679358.0,317.127,3.586,33.498,122.23,59.82,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-09,46759316.0,236.359,4.292,33.569,123.359,59.87,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-10,46854513.0,281.407,5.013,33.371,123.58,59.92,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-11,46912104.0,170.242,2.663,33.344,123.32,59.97,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-12,47056184.0,425.907,7.248,33.318,123.069,60.03,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-13,47102405.0,136.631,1.771,33.391,122.297,60.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-14,47136276.0,100.124,0.68,33.297,123.776,60.08,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-15,47267301.0,387.316,3.799,34.095,127.955,60.13,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-16,47355321.0,260.191,3.908,34.29,130.096,60.18,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-17,47467782.0,332.44,4.931,34.479,131.148,60.23,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-18,47576385.0,321.035,3.949,34.858,133.303,60.28,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-19,47702653.0,373.254,5.229,34.949,133.486,60.34,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-20,47749891.0,139.638,1.404,34.837,132.505,60.37,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-21,47791386.0,122.661,0.733,35.393,134.125,60.39,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-22,47932246.0,416.388,3.695,36.348,138.443,60.44,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-23,48023947.0,271.072,4.02,36.445,141.012,60.49,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-24,48135562.0,329.939,5.022,36.797,141.598,60.54,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-25,48172664.0,109.675,1.434,36.865,139.812,60.54,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-26,48227348.0,161.648,1.15,37.406,142.449,60.6,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-27,48255743.0,83.937,0.999,37.982,145.05,60.66,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-28,48300823.0,133.259,0.819,38.739,148.29,60.7,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-29,48485911.0,547.128,5.67,39.549,153.162,60.81,338289856.0,78.86,54225.446
USA,North America,United States,2021-11-30,48603448.0,347.445,4.863,40.04,155.618,60.93,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-01,48740393.0,404.816,5.921,40.412,157.59,61.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-02,48878597.0,408.537,11.487,40.711,158.349,61.18,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-03,49036536.0,466.875,4.762,41.054,160.785,61.33,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-04,49104355.0,200.476,2.066,41.213,161.317,61.47,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-05,49160913.0,167.188,1.218,41.825,164.563,61.53,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-06,49335857.0,517.142,4.224,42.73,169.816,61.63,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-07,49448273.0,332.307,4.484,43.664,174.223,61.73,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-08,49597606.0,441.435,5.389,44.048,176.538,61.84,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-09,49721505.0,366.251,4.588,44.317,178.459,61.94,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-10,49878925.0,465.341,5.182,45.038,180.798,62.06,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-11,49936626.0,170.567,1.845,45.304,180.085,62.17,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-12,49990004.0,157.788,1.094,46.1,182.453,62.21,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-13,50173275.0,541.757,4.121,47.042,186.479,62.29,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-14,50286584.0,334.946,4.484,47.276,186.952,62.38,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-15,50432170.0,430.359,6.61,46.989,186.899,62.46,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-16,50574305.0,420.157,3.751,47.028,186.541,62.51,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-17,50766784.0,568.977,5.51,47.122,186.497,62.59,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-18,50848466.0,241.456,2.007,47.019,183.287,62.64,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-19,50939370.0,268.716,0.946,47.246,184.886,62.66,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-20,51180541.0,712.912,4.588,47.917,188.489,62.73,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-21,51362771.0,538.68,5.658,47.734,189.441,62.8,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-22,51610551.0,732.449,12.377,48.039,192.27,62.88,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-23,51884911.0,811.02,4.159,47.849,194.097,62.93,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-24,52133123.0,733.726,2.037,48.006,194.57,62.95,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-25,52221412.0,260.986,0.715,48.349,196.417,62.95,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-26,52405334.0,543.682,1.094,49.041,206.131,62.97,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-27,52911395.0,1495.939,5.457,50.474,220.793,63.04,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-28,53283780.0,1100.787,6.772,51.063,235.511,63.12,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-29,53794661.0,1510.187,7.0,52.706,252.76,63.19,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-30,54392462.0,1767.127,4.405,53.676,265.929,63.26,338289856.0,78.86,54225.446
USA,North America,United States,2021-12-31,54904395.0,1513.297,2.161,54.338,277.206,63.28,338289856.0,78.86,54225.446
